X1,X2,X3,X4,X5,X6,X7,X8,ANG,AVG,RIP
24.65,93.1,0.5,0.01,3.02,2.2,1.66,14.73,-43.0,-1670.07,23.06
20.84,124.4,0.95,0.33,3.12,2.28,1.72,14.82,-43.0,-1563.99,35.75
23.22,124.6,1.54,0.17,2.11,2.01,1.51,13.83,-45.0,-1831.09,59.49
19.33,101.3,1.26,0.06,3.04,2.06,1.56,12.62,-48.0,-1479.73,41.7
24.42,135.2,0.54,0.18,1.73,2.16,1.66,10.64,-44.0,-1680.55,60.89
16.9,127.6,1.46,0.1,1.01,2.25,1.75,12.82,-43.0,-941.07,26.31
24.48,135.6,0.5,0.01,3.17,2.28,1.66,11.81,-42.0,-1578.18,32.04
19.38,109.3,1.32,0.1,0.9,2.23,1.66,13.0,-43.0,-1088.72,54.46
18.13,132.4,1.6,0.76,2.12,2.13,1.55,10.61,-45.0,-1186.63,29.09
20.84,93.3,1.24,0.22,2.69,2.08,1.58,12.79,-46.0,-1492.62,40.13
15.91,132.4,1.84,0.74,2.09,2.2,1.6,14.84,-41.0,-1208.08,52.73
24.13,133.4,1.62,0.27,1.04,2.13,1.55,10.58,-44.0,-1718.66,73.94
24.44,132.3,1.46,0.27,1.98,2.3,1.55,10.17,-44.0,-1736.83,65.31
19.78,109.5,0.5,0.4,3.99,2.05,1.55,10.63,-43.0,-1139.88,95.37
20.47,126.5,0.85,0.19,2.59,2.16,1.58,13.41,-45.0,-1515.68,28.03
17.6,124.4,1.25,0.36,0.9,2.28,1.63,14.26,-40.0,-995.47,41.24
20.43,127.5,0.83,0.19,3.34,2.12,1.58,13.34,-46.0,-1491.29,36.51
23.7,107.7,1.06,0.93,0.51,2.04,1.52,10.22,-45.0,-1366.57,88.91
21.07,92.8,0.92,0.19,2.96,2.09,1.59,11.74,-47.0,-1421.79,33.54
24.49,93.8,0.51,0.02,3.04,2.17,1.66,10.18,-45.0,-1543.52,45.28
19.34,101.0,1.35,0.03,3.01,2.05,1.51,12.61,-48.0,-1490.03,40.29
23.46,101.1,0.52,0.64,3.01,2.05,1.51,11.45,-43.0,-1388.25,42.96
16.51,132.4,1.89,0.18,3.03,2.12,1.62,13.63,-47.0,-1499.25,51.94
24.47,128.0,1.33,0.62,2.09,2.08,1.58,14.37,-43.0,-1785.96,58.89
23.14,91.1,1.91,0.15,1.59,2.05,1.51,10.7,-45.0,-1613.08,64.94
24.33,115.7,1.25,0.76,2.24,2.82,1.86,10.62,-44.0,-1518.36,74.26
15.93,124.4,1.28,0.35,2.34,2.05,1.55,10.33,-47.0,-975.53,46.26
24.5,135.9,2.19,0.06,1.24,2.58,1.66,14.21,-42.0,-1760.07,66.09
23.46,123.5,0.93,0.31,2.56,2.01,1.51,12.66,-45.0,-1693.52,41.14
23.77,129.3,2.2,0.27,1.4,2.58,1.65,14.01,-42.0,-1681.14,66.36
24.37,110.4,2.74,0.23,0.81,2.33,1.71,14.83,-41.0,-1686.23,63.51
17.6,124.7,0.51,0.0,2.35,2.29,1.63,10.19,-46.0,-934.66,40.63
23.67,102.3,1.12,0.22,2.36,2.1,1.58,14.91,-43.0,-1736.34,45.16
19.56,111.2,1.26,0.07,2.96,2.1,1.56,12.61,-47.0,-1505.24,37.14
19.06,135.1,2.82,0.75,1.62,2.26,1.61,10.75,-44.0,-1375.38,60.11
24.37,138.4,2.64,0.08,0.77,2.09,1.51,10.87,-45.0,-1803.93,80.97
23.77,132.3,2.19,0.27,1.38,2.68,1.76,14.01,-42.0,-1670.58,66.27
17.4,120.2,0.92,0.18,2.23,2.17,1.65,10.54,-46.0,-986.6,36.13
21.2,97.8,0.54,0.99,3.62,2.19,1.69,11.51,-43.0,-1108.45,45.78
22.84,132.4,1.77,0.75,2.22,2.33,1.53,10.72,-44.0,-1531.92,67.54
17.67,109.4,3.64,0.79,1.22,2.01,1.51,11.45,-45.0,-1242.29,52.64
24.63,127.5,1.17,0.27,2.21,2.2,1.58,10.98,-45.0,-1746.75,56.45
24.51,98.7,0.52,0.4,1.77,2.04,1.53,12.79,-44.0,-1537.64,55.91
19.71,109.5,0.5,0.18,3.94,2.05,1.55,10.63,-45.0,-1217.3,91.75
23.38,98.3,0.89,0.3,0.51,2.03,1.53,10.6,-45.0,-1291.48,87.78
21.44,123.8,2.33,0.35,1.66,2.39,1.71,13.72,-43.0,-1603.53,65.09
16.51,137.6,1.26,0.18,3.09,2.05,1.55,13.63,-47.0,-1412.46,60.16
18.93,102.0,2.64,0.03,0.81,2.02,1.51,10.87,-46.0,-1258.5,63.17
24.49,109.9,0.51,0.01,3.13,2.2,1.66,14.73,-43.0,-1705.5,23.12
23.8,132.3,2.11,0.18,1.7,2.5,1.76,12.67,-44.0,-1801.59,75.84
23.46,102.6,1.58,0.33,0.56,2.14,1.64,14.78,-41.0,-1524.51,62.36
20.82,103.3,0.93,0.27,3.09,2.16,1.66,13.73,-45.0,-1488.31,38.33
23.18,132.5,0.73,0.13,2.95,2.1,1.59,12.16,-45.0,-1680.81,30.97
21.12,136.9,2.62,0.03,0.86,2.06,1.51,12.61,-45.0,-1610.5,71.07
23.46,103.6,0.93,0.31,1.84,2.01,1.51,10.57,-45.0,-1526.22,55.93
23.07,91.0,0.81,0.77,2.7,2.08,1.51,10.61,-43.0,-1345.95,41.68
19.34,126.8,1.35,0.03,3.01,2.05,1.51,12.61,-48.0,-1554.78,39.53
17.6,124.4,2.27,0.36,2.29,2.24,1.63,10.47,-46.0,-1319.0,43.37
24.49,111.5,0.5,0.02,3.14,2.17,1.66,12.66,-44.0,-1664.82,27.24
16.9,127.6,1.44,0.1,1.01,2.24,1.74,11.7,-45.0,-888.55,31.04
20.73,115.6,0.66,0.2,2.5,2.49,1.86,12.75,-45.0,-1336.21,35.21
20.84,93.3,1.24,0.22,2.75,2.08,1.58,12.79,-46.0,-1496.19,40.38
24.52,93.1,0.5,0.01,1.73,2.17,1.63,14.76,-43.0,-1602.16,41.37
23.42,101.8,0.93,0.23,2.61,2.14,1.51,14.83,-43.0,-1644.97,32.39
21.05,95.7,1.83,1.0,2.09,2.15,1.65,10.48,-45.0,-1293.66,51.83
24.28,133.2,0.78,0.22,2.69,2.33,1.55,10.3,-43.0,-1622.6,49.11
19.34,115.8,1.26,0.03,2.97,2.14,1.6,12.61,-47.0,-1503.25,38.32
19.76,100.9,0.5,0.03,3.95,2.06,1.56,11.87,-46.0,-1297.95,71.84
23.92,93.8,0.5,0.02,2.98,2.24,1.73,10.18,-45.0,-1510.74,44.94
23.74,109.5,0.5,0.01,3.15,2.2,1.66,14.67,-43.0,-1677.05,20.92
24.42,135.1,1.7,0.17,1.22,2.23,1.72,12.79,-45.0,-1856.4,71.42
22.89,132.5,0.73,0.28,2.91,2.08,1.58,11.55,-45.0,-1610.93,33.59
24.37,91.3,2.64,0.15,0.81,2.06,1.51,10.87,-45.0,-1629.96,80.05
19.78,97.1,0.5,0.19,3.91,2.03,1.53,12.1,-45.0,-1248.38,69.86
19.63,127.5,1.17,0.23,2.27,2.2,1.58,10.94,-46.0,-1339.13,37.21
23.46,102.2,0.93,0.36,2.59,2.01,1.51,14.66,-43.0,-1670.5,36.23
24.39,101.5,0.54,0.03,2.73,2.1,1.54,12.61,-45.0,-1650.94,34.02
20.37,101.3,0.52,0.63,2.56,2.04,1.51,12.66,-43.0,-1219.6,36.8
23.43,101.0,0.54,0.02,2.99,2.05,1.51,12.61,-45.0,-1599.29,28.61
23.95,101.0,1.12,0.22,2.46,2.04,1.52,14.91,-43.0,-1755.2,45.63
22.54,115.4,1.6,0.19,2.16,2.37,1.85,11.02,-46.0,-1662.51,57.78
24.09,94.0,0.56,0.06,3.09,2.12,1.52,11.5,-45.0,-1531.02,32.3
21.0,109.5,0.99,0.18,3.04,2.1,1.6,11.74,-47.0,-1488.02,31.63
17.59,124.2,1.28,0.35,2.34,2.13,1.63,10.37,-46.0,-1175.8,28.11
17.69,136.1,1.29,0.19,3.47,2.26,1.64,10.33,-47.0,-1273.36,45.85
23.46,103.9,0.83,0.31,0.51,2.03,1.53,14.66,-41.0,-1395.83,60.94
20.47,125.3,0.85,0.19,2.59,2.16,1.58,13.41,-45.0,-1488.37,28.16
19.78,132.9,1.7,0.23,2.6,2.19,1.66,10.63,-46.0,-1539.54,39.82
23.29,124.6,1.54,0.39,2.13,2.01,1.51,13.83,-44.0,-1767.0,60.26
15.96,132.4,1.8,0.77,2.23,2.2,1.6,14.58,-42.0,-1191.34,50.76
19.74,120.3,0.89,0.4,2.23,2.2,1.55,10.63,-45.0,-1203.88,40.55
23.86,130.3,1.12,0.22,2.34,2.1,1.59,14.93,-43.0,-1828.92,48.73
19.34,101.0,1.89,0.03,2.38,2.06,1.56,12.61,-47.0,-1568.92,50.78
24.74,136.8,0.5,0.23,3.12,2.06,1.51,12.61,-41.0,-1537.22,29.83
24.37,115.9,2.74,0.23,0.81,2.33,1.71,14.83,-42.0,-1701.7,63.23
19.78,97.9,0.5,0.4,3.91,2.05,1.55,10.84,-44.0,-1142.36,82.73
23.3,132.4,3.41,0.24,0.5,2.38,1.54,14.01,-42.0,-1580.69,64.71
23.34,123.5,0.5,0.99,2.56,2.01,1.51,12.47,-43.0,-1448.2,48.72
23.12,132.3,1.46,0.27,2.22,2.33,1.58,10.58,-44.0,-1647.64,57.96
24.37,102.3,0.58,0.08,2.66,2.14,1.56,10.87,-44.0,-1600.8,42.77
17.6,123.0,1.28,0.35,2.6,2.26,1.63,14.4,-44.0,-1315.04,49.46
19.34,101.0,1.29,0.03,1.47,2.06,1.52,12.61,-45.0,-1204.88,40.48
20.43,101.7,0.83,0.19,3.34,2.12,1.58,13.34,-46.0,-1436.6,39.06
24.37,135.6,1.23,0.22,0.88,2.34,1.68,12.61,-44.0,-1667.86,69.66
20.9,109.5,0.9,0.18,2.96,2.11,1.61,12.86,-46.0,-1496.18,32.79
24.8,135.0,0.73,0.45,2.63,2.42,1.85,10.63,-43.0,-1669.51,51.98
24.39,135.1,1.7,0.18,1.67,2.16,1.66,12.79,-45.0,-1883.84,70.25
24.64,134.6,0.5,0.19,3.14,2.15,1.65,12.76,-42.0,-1599.68,28.46
24.66,110.8,2.74,0.22,0.51,2.25,1.71,14.83,-42.0,-1645.79,64.04
17.74,134.5,0.53,0.76,2.23,2.1,1.6,13.35,-42.0,-1058.88,36.01
21.0,92.4,1.46,0.27,1.98,2.08,1.58,12.54,-46.0,-1448.87,44.42
19.16,134.6,2.81,0.76,1.61,2.16,1.56,10.62,-44.0,-1399.89,60.5
19.39,109.6,1.3,0.4,2.99,2.05,1.55,10.63,-47.0,-1353.71,35.26
24.05,95.0,2.08,0.3,1.56,2.2,1.7,14.01,-44.0,-1744.81,71.1
24.65,132.3,2.11,0.27,1.54,2.5,1.76,13.02,-44.0,-1796.05,75.65
24.5,127.9,2.19,0.03,1.51,2.6,1.67,10.29,-44.0,-1737.89,79.33
24.6,137.7,2.64,0.08,0.77,2.09,1.51,10.87,-45.0,-1833.7,81.4
23.14,134.5,2.0,0.23,1.59,2.12,1.51,10.7,-45.0,-1753.53,71.81
18.12,131.4,1.35,0.39,3.26,2.06,1.55,10.63,-47.0,-1333.9,37.03
24.33,101.0,0.5,0.03,3.11,2.04,1.54,12.65,-45.0,-1626.7,23.57
20.89,109.4,0.5,0.01,3.15,2.25,1.71,14.73,-44.0,-1531.96,33.79
23.26,105.6,1.59,0.4,2.0,2.12,1.55,10.63,-45.0,-1594.51,59.07
19.36,102.6,3.2,0.33,0.57,2.03,1.53,14.78,-42.0,-1305.87,60.14
19.06,102.3,1.29,0.03,1.37,2.05,1.55,12.6,-45.0,-1150.84,40.48
24.49,112.0,0.5,0.19,2.01,2.18,1.66,11.08,-44.0,-1593.37,56.78
16.9,127.6,1.55,0.1,1.01,2.24,1.74,12.82,-43.0,-981.72,28.44
21.69,116.1,1.54,0.35,2.23,2.53,1.98,12.29,-45.0,-1562.41,53.95
20.64,123.7,0.65,0.36,2.35,2.5,1.84,12.7,-44.0,-1327.28,38.24
24.47,128.0,1.33,0.62,2.09,2.08,1.58,13.97,-43.0,-1788.38,59.25
19.34,131.3,0.74,0.03,2.21,2.17,1.57,12.68,-46.0,-1340.31,34.35
18.01,132.5,1.29,0.17,3.07,2.5,1.53,12.09,-46.0,-1196.68,35.51
19.24,138.4,1.35,0.23,0.77,2.18,1.57,10.92,-45.0,-1116.7,68.35
19.62,111.2,1.61,0.05,2.93,2.1,1.56,13.32,-47.0,-1594.88,46.97
19.34,101.6,0.74,0.04,3.15,2.07,1.57,12.61,-47.0,-1387.33,43.09
24.47,101.0,2.64,0.03,0.7,2.05,1.51,12.61,-45.0,-1677.16,77.26
18.07,130.4,1.25,0.79,2.12,2.13,1.55,10.61,-45.0,-1074.3,28.35
23.8,132.7,2.08,0.03,1.7,2.51,1.76,12.67,-44.0,-1820.88,75.22
19.78,110.1,0.5,0.16,3.99,2.05,1.55,10.63,-45.0,-1212.34,95.36
23.18,132.5,0.5,0.13,2.95,2.1,1.59,14.47,-43.0,-1707.27,24.39
19.45,109.6,1.46,0.17,3.04,2.05,1.55,12.79,-47.0,-1521.84,44.8
23.45,92.3,2.64,0.03,0.7,2.05,1.51,12.61,-45.0,-1570.43,75.89
19.71,109.5,0.5,0.18,3.94,2.09,1.55,10.66,-44.0,-1211.88,89.59
22.57,95.9,1.42,0.19,2.04,2.34,1.84,11.19,-46.0,-1549.04,51.35
19.66,126.1,1.7,0.18,2.57,2.16,1.66,13.61,-46.0,-1642.81,47.2
23.27,131.4,1.87,0.48,1.79,2.37,1.56,12.57,-43.0,-1647.27,68.79
19.62,111.2,1.61,0.05,2.9,2.17,1.63,13.22,-47.0,-1586.01,47.32
16.9,131.9,1.46,0.1,1.01,2.25,1.75,12.82,-43.0,-974.82,26.84
23.9,97.9,0.5,0.18,3.17,2.06,1.55,10.92,-44.0,-1493.86,45.37
19.37,116.1,1.26,0.03,3.03,2.26,1.71,12.61,-47.0,-1508.99,40.24
20.24,102.1,0.93,0.36,2.59,2.05,1.55,10.45,-46.0,-1293.51,33.22
19.78,97.1,0.5,0.4,3.92,2.03,1.53,12.62,-44.0,-1192.05,64.27
24.37,101.0,0.5,0.03,3.11,2.04,1.54,12.65,-45.0,-1632.46,23.79
20.71,109.9,0.5,0.15,3.13,2.2,1.66,14.73,-43.0,-1496.09,34.79
24.44,94.3,1.46,0.27,2.04,2.3,1.55,10.17,-44.0,-1573.7,60.2
18.07,130.4,2.5,0.78,2.12,2.13,1.55,10.61,-45.0,-1299.72,45.95
24.39,133.7,1.69,0.12,1.67,2.16,1.66,12.79,-45.0,-1894.29,70.59
23.79,95.2,0.5,0.23,1.35,2.17,1.67,14.67,-42.0,-1433.55,49.33
24.07,91.1,1.91,0.15,1.59,2.05,1.51,10.78,-45.0,-1682.67,68.04
19.37,101.0,1.26,0.03,2.23,2.06,1.56,11.87,-47.0,-1383.02,32.05
23.45,102.2,0.91,0.35,2.88,2.08,1.58,14.66,-43.0,-1652.81,36.66
24.5,131.9,1.29,0.22,1.4,2.18,1.65,14.01,-43.0,-1824.7,62.43
19.37,111.8,1.3,0.4,2.6,2.04,1.54,10.63,-46.0,-1349.02,29.4
24.42,135.1,1.7,0.17,1.22,2.22,1.72,12.79,-45.0,-1854.69,71.78
18.13,130.7,1.09,0.18,2.32,2.08,1.57,14.96,-43.0,-1465.65,49.27
23.49,102.5,0.5,0.24,3.27,2.22,1.68,14.44,-42.0,-1557.99,21.6
24.32,99.0,1.22,0.79,2.42,2.13,1.55,12.65,-44.0,-1534.85,53.56
19.78,109.5,0.52,0.39,3.97,2.05,1.55,10.79,-43.0,-1150.16,91.95
21.27,124.4,1.28,0.36,2.34,2.37,1.71,10.33,-45.0,-1455.18,45.51
20.05,126.2,1.35,0.08,2.69,2.28,1.69,10.63,-47.0,-1495.04,34.12
24.44,134.7,1.69,0.2,1.72,2.09,1.59,10.22,-45.0,-1843.78,67.04
24.13,134.9,0.53,0.27,2.95,2.13,1.55,10.46,-42.0,-1565.86,44.73
24.05,97.9,0.5,0.98,3.13,2.2,1.7,14.01,-42.0,-1358.62,34.01
19.34,101.0,1.26,0.03,3.01,2.02,1.51,12.61,-48.0,-1498.3,39.2
23.22,124.7,1.54,0.17,2.11,2.07,1.57,13.83,-45.0,-1820.42,60.48
19.34,100.3,1.25,0.04,3.01,2.04,1.54,12.62,-48.0,-1487.82,40.94
16.51,132.4,1.96,0.18,3.03,2.12,1.62,13.63,-47.0,-1512.79,52.73
23.34,109.5,0.66,0.28,1.19,2.2,1.66,14.96,-41.0,-1498.47,50.72
19.56,127.5,1.18,0.27,2.29,2.22,1.61,13.45,-45.0,-1420.08,36.92
19.33,102.0,1.8,0.76,2.23,2.07,1.57,12.61,-45.0,-1325.02,44.83
24.59,91.1,0.5,0.01,3.02,2.05,1.51,14.71,-43.0,-1676.93,20.62
19.36,101.0,3.75,0.33,0.53,2.06,1.53,14.83,-41.0,-1281.67,58.19
17.59,127.2,1.39,0.35,2.34,2.13,1.63,10.37,-47.0,-1191.3,29.43
19.34,128.1,1.38,0.27,3.01,2.05,1.51,12.61,-47.0,-1483.46,41.6
18.21,120.1,3.09,0.42,1.73,2.28,1.78,13.17,-45.0,-1503.06,58.23
24.4,109.9,0.52,0.24,3.13,2.26,1.72,12.13,-43.0,-1569.75,33.75
24.36,135.1,1.31,0.45,1.17,2.23,1.72,10.63,-44.0,-1718.81,72.26
24.45,101.0,0.74,0.02,2.86,2.05,1.51,12.61,-46.0,-1670.74,31.81
24.49,109.9,0.51,0.01,3.13,2.16,1.66,14.98,-43.0,-1725.65,21.61
20.67,114.2,0.52,0.98,3.65,2.16,1.66,13.56,-43.0,-1165.13,30.0
17.11,132.4,1.89,0.18,3.06,2.14,1.62,10.18,-48.0,-1388.37,36.25
19.34,101.0,1.37,0.03,2.31,2.06,1.54,14.71,-44.0,-1570.09,49.02
17.6,124.4,1.28,0.35,2.37,2.22,1.56,10.43,-46.0,-1106.62,27.03
24.5,130.9,1.51,0.39,1.88,2.36,1.51,12.53,-44.0,-1680.87,67.79
22.54,115.4,1.6,0.19,2.16,2.4,1.88,11.02,-46.0,-1659.3,58.08
19.74,130.3,1.12,0.4,2.26,2.12,1.62,14.93,-42.0,-1526.21,43.9
24.39,135.1,1.7,0.18,1.73,2.02,1.52,12.79,-45.0,-1893.89,69.2
15.92,132.4,1.38,0.76,2.23,2.2,1.6,10.62,-45.0,-910.27,49.05
23.12,105.7,0.71,0.4,2.91,2.12,1.51,14.81,-42.0,-1573.86,26.13
19.34,101.0,1.34,0.03,1.47,2.05,1.52,10.62,-46.0,-1113.27,48.83
24.33,135.6,2.73,0.23,0.81,2.28,1.66,12.75,-44.0,-1754.92,75.22
24.66,109.4,0.5,0.01,3.11,2.25,1.71,14.73,-43.0,-1708.69,24.85
24.65,131.1,0.5,0.0,2.96,2.2,1.66,14.73,-43.0,-1740.05,27.52
23.45,102.6,0.79,0.34,0.5,2.03,1.53,14.78,-41.0,-1383.68,60.34
24.51,134.6,1.7,0.18,1.72,2.16,1.65,12.79,-45.0,-1898.68,70.96
23.74,109.3,2.36,0.05,1.16,2.3,1.74,14.01,-44.0,-1763.58,71.13
17.6,124.4,1.28,0.35,2.35,2.17,1.63,10.33,-46.0,-1153.29,28.71
23.12,95.0,2.08,0.3,1.58,2.2,1.7,13.93,-44.0,-1691.29,69.14
17.4,120.2,0.92,0.18,3.01,2.17,1.65,10.54,-47.0,-1185.66,56.72
22.9,132.5,0.75,0.28,2.62,2.02,1.51,12.04,-45.0,-1631.12,37.77
19.24,101.0,1.47,0.03,1.35,2.04,1.53,12.61,-45.0,-1229.08,42.11
19.8,133.6,1.56,0.23,2.99,2.2,1.67,10.63,-47.0,-1509.18,35.1
19.34,126.8,1.6,0.03,3.01,2.13,1.59,12.61,-47.0,-1595.01,45.39
23.98,120.3,3.25,0.22,0.5,2.33,1.83,13.1,-44.0,-1635.02,77.29
24.36,110.0,0.6,0.33,0.5,2.03,1.53,14.78,-41.0,-1487.64,59.35
18.09,132.9,0.54,0.03,3.09,2.1,1.54,10.57,-46.0,-1231.08,68.91
20.37,101.3,0.83,0.65,2.56,2.04,1.51,12.5,-45.0,-1263.59,31.61
23.19,91.0,0.81,0.74,2.89,2.09,1.52,10.61,-43.0,-1344.52,38.12
24.51,132.2,1.46,0.26,1.98,2.3,1.55,12.75,-44.0,-1778.06,65.84
23.43,101.0,0.54,0.02,1.08,2.05,1.51,12.74,-43.0,-1386.87,64.64
20.72,94.9,0.53,0.29,1.58,2.1,1.6,13.73,-43.0,-1137.79,44.78
24.33,101.0,0.52,0.01,3.11,2.08,1.54,12.65,-45.0,-1627.52,24.41
16.9,126.9,1.25,0.1,1.01,2.24,1.74,12.82,-44.0,-879.18,28.64
24.39,135.7,1.71,0.22,1.4,2.16,1.66,12.78,-45.0,-1850.77,71.3
20.89,109.4,0.5,0.01,3.15,2.25,1.71,14.48,-44.0,-1518.63,32.83
23.73,95.0,0.5,0.01,3.17,2.26,1.76,14.01,-44.0,-1614.3,20.83
24.46,111.2,1.31,0.05,2.09,2.1,1.56,10.99,-46.0,-1790.18,51.81
15.93,132.0,0.74,0.03,3.15,2.07,1.57,10.62,-49.0,-1104.19,81.15
23.14,91.4,1.91,0.15,1.55,2.2,1.66,10.71,-45.0,-1595.7,67.1
19.34,102.6,1.89,0.03,2.46,2.06,1.56,12.55,-47.0,-1577.53,49.76
17.49,124.4,1.28,0.35,2.35,2.28,1.63,10.44,-46.0,-1097.09,28.62
21.2,97.8,0.51,0.99,3.62,2.21,1.71,13.64,-43.0,-1153.55,27.11
23.17,110.7,0.51,0.0,2.29,2.17,1.66,10.59,-45.0,-1504.13,51.37
24.59,109.5,0.5,0.01,3.12,2.2,1.66,14.73,-43.0,-1718.11,23.58
24.49,111.5,0.5,0.02,3.14,2.17,1.66,13.28,-44.0,-1662.53,25.22
19.34,115.8,1.26,0.03,2.97,2.1,1.56,12.63,-48.0,-1516.72,39.12
17.6,124.3,0.51,0.35,2.97,2.1,1.56,10.43,-45.0,-1035.51,66.19
19.29,102.6,3.2,0.27,0.67,2.04,1.53,14.78,-42.0,-1349.95,60.39
24.51,134.6,1.69,0.19,1.72,2.03,1.53,12.94,-45.0,-1903.56,70.1
23.47,95.2,0.5,0.23,1.35,2.03,1.53,14.78,-41.0,-1450.37,48.25
24.81,101.0,0.5,0.24,3.05,2.09,1.55,14.39,-43.0,-1629.93,27.23
24.47,128.0,1.33,0.63,2.09,2.08,1.58,14.02,-43.0,-1770.44,59.67
24.36,129.6,1.24,0.81,2.08,2.05,1.55,10.6,-44.0,-1663.35,58.54
19.78,109.8,1.45,0.4,2.81,2.29,1.55,10.63,-45.0,-1299.2,33.55
20.19,100.7,1.26,0.08,3.01,2.1,1.56,12.63,-47.0,-1507.47,39.42
19.24,102.2,1.47,0.36,2.62,2.04,1.53,12.61,-46.0,-1398.14,42.47
20.1,135.1,1.59,0.18,1.74,2.16,1.66,12.79,-45.0,-1556.32,50.13
19.34,101.0,1.26,0.01,3.01,2.05,1.51,12.61,-48.0,-1482.68,38.99
23.69,121.7,1.89,0.26,1.69,2.31,1.56,10.43,-44.0,-1675.4,72.27
24.14,133.4,1.31,0.27,1.04,2.13,1.55,10.6,-44.0,-1681.08,72.3
17.64,127.2,1.61,0.34,2.34,2.17,1.63,10.37,-46.0,-1259.72,29.18
24.58,109.9,0.66,0.01,2.96,2.14,1.6,11.74,-45.0,-1692.85,32.4
24.33,135.1,0.82,0.18,2.63,2.16,1.66,12.79,-45.0,-1771.76,41.35
15.92,134.7,1.8,0.76,1.88,2.2,1.6,10.62,-45.0,-956.55,29.76
19.43,101.0,0.54,0.03,2.82,2.06,1.56,11.8,-47.0,-1261.52,44.24
20.17,105.6,2.2,0.07,1.95,2.09,1.55,10.67,-46.0,-1555.99,58.94
15.93,132.0,0.74,0.03,3.15,2.19,1.69,10.81,-49.0,-1079.62,83.41
24.63,126.7,0.5,0.01,3.14,2.2,1.66,10.98,-43.0,-1613.64,39.3
17.6,124.4,1.01,0.35,2.3,2.17,1.63,10.68,-46.0,-1045.39,34.58
24.19,132.5,0.78,0.22,1.46,2.18,1.65,14.01,-43.0,-1733.94,51.68
24.18,109.9,0.54,0.01,3.13,2.16,1.66,14.98,-43.0,-1727.68,22.12
24.51,134.5,1.32,0.18,1.72,2.1,1.6,14.46,-43.0,-1878.35,60.39
19.78,109.5,0.5,0.39,3.99,2.15,1.65,10.4,-43.0,-1134.91,92.46
24.59,86.2,0.5,0.34,2.96,2.01,1.51,14.55,-42.0,-1553.32,25.59
24.13,132.4,1.62,0.27,1.02,2.16,1.55,10.55,-44.0,-1708.77,73.61
24.38,133.5,0.51,0.03,3.14,2.17,1.66,10.21,-42.0,-1569.76,50.62
23.23,130.0,0.71,0.01,2.95,2.09,1.59,12.17,-45.0,-1713.83,28.92
19.93,97.1,0.5,0.42,3.89,2.05,1.53,10.63,-44.0,-1127.97,83.51
24.63,127.5,1.17,0.27,2.2,2.18,1.57,11.05,-45.0,-1745.77,56.82
24.28,132.4,1.23,0.76,2.23,2.22,1.6,10.6,-44.0,-1638.95,61.34
22.49,130.5,1.46,0.27,2.22,2.33,1.58,10.58,-44.0,-1598.87,55.92
24.51,136.7,2.75,0.23,0.66,2.25,1.66,12.75,-44.0,-1748.48,76.01
19.38,124.4,1.28,0.03,2.37,2.23,1.56,12.65,-46.0,-1447.34,32.53
24.3,110.7,1.35,0.03,2.32,2.02,1.52,14.78,-44.0,-1897.99,57.47
24.51,132.2,1.46,0.23,1.98,2.3,1.55,12.72,-44.0,-1767.42,65.08
19.33,101.0,0.54,0.03,2.07,2.05,1.55,12.61,-45.0,-1129.56,36.02
23.73,96.8,0.5,0.23,1.31,2.09,1.55,14.39,-42.0,-1435.01,51.72
20.89,109.4,0.5,0.01,3.15,2.24,1.71,14.73,-44.0,-1528.8,33.33
24.89,109.4,0.69,0.01,2.62,2.2,1.66,14.73,-44.0,-1797.01,34.79
23.46,123.5,0.93,0.31,2.57,2.01,1.51,12.66,-45.0,-1692.93,41.1
24.46,111.2,1.59,0.4,2.07,2.13,1.55,10.99,-45.0,-1714.04,66.1
23.46,102.5,0.93,0.12,2.59,2.01,1.51,14.66,-44.0,-1741.89,35.46
23.12,132.2,1.46,0.27,2.24,2.3,1.55,10.58,-44.0,-1649.41,57.87
24.9,131.2,0.83,0.0,2.36,2.32,1.66,14.73,-43.0,-1812.28,41.91
23.19,132.3,1.46,0.32,2.13,2.3,1.55,10.58,-44.0,-1640.19,61.44
23.62,102.6,0.79,0.34,0.5,2.15,1.65,14.78,-41.0,-1388.24,60.88
20.84,96.4,2.2,0.18,1.74,2.08,1.58,12.79,-46.0,-1588.35,64.96
23.77,101.7,3.23,0.33,0.5,2.17,1.67,14.67,-42.0,-1558.77,64.9
23.47,102.5,0.5,0.03,3.02,2.17,1.67,12.7,-45.0,-1599.03,26.39
23.73,92.7,0.5,0.01,2.08,2.26,1.76,14.36,-44.0,-1573.69,36.62
18.07,110.8,0.61,0.32,0.57,2.09,1.53,14.78,-40.0,-928.1,51.69
24.44,132.1,0.71,0.27,1.91,2.13,1.63,10.17,-44.0,-1684.96,56.35
19.37,116.1,1.41,0.03,2.97,2.06,1.56,11.85,-48.0,-1541.25,35.52
23.46,101.0,0.93,0.03,1.32,2.01,1.51,14.66,-43.0,-1619.72,45.6
24.49,105.6,1.7,0.4,1.67,2.13,1.55,10.63,-44.0,-1682.8,69.83
24.6,109.4,0.5,0.03,3.11,2.25,1.71,14.73,-43.0,-1703.7,24.65
19.34,102.6,1.46,0.04,2.48,2.08,1.58,12.55,-47.0,-1495.55,41.15
24.45,111.2,1.62,0.05,2.03,2.1,1.56,10.97,-46.0,-1812.42,61.75
